"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"Méthode Facture",,"2013-06-24",0,"N",0,"N",1947,88.5,,,"Location","Maison Individuelle","22800","22",,0
"Méthode 3CL","3CL-DPE, version 1.3","2014-03-01",226,"D",10,"B",1989,64.53,,,"Location","Logement","23004","23",,0
"FACTURE - DPE","V2012","2013-08-06",118.77,"N",3.87,"N",1948,59,,,"Vente","Maison Individuelle","24573","24",,0
"3CL - DPE","V2012","2013-07-18",131.33,"C",29.14,"D",1997,153,,,"Vente","Maison Individuelle","25045","25",,0
"Méthode Facture",,"2013-07-10",406,"F",95,"G",1947,72,,,"Vente","Logement","26500","26",,0
"3CL - DPE","V2012","2013-07-17",194,"D",9,"B",1988,168,49.416993,0.398885,"Vente","Maison Individuelle","27169","27","148 Route de Pont-Audemer 27210 Conteville",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-26",205,"D",8,"B",2006,55,,,"Location","Logement","28000","28",,0
"3CL - DPE","V2012","2013-06-25",260.3,"E",13.53,"C",2005,82,48.039143,-4.332633,"Vente","Maison Individuelle","29224","29","11 Lotissement du Stade 29100 Pouldergat",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2014-04-19",173,"D",6,"B",2007,66.67,,,"Location","Maison Individuelle","2A228","2A",,0
"3CL - DPE","V2012","2014-07-04",166.32,"D",6.13,"B",1983,67.85,42.678618,9.430233,"Vente","Logement","20033","2B","Residence Charles Rocchi Rte Royale 20600 Bastia",0.44
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-01",153,"D",35,"D",1948,54,,,"Vente","Logement","30240","30",,0
"Méthode Facture",,"2013-06-11",143,"C",33,"D",1947,39.79,,,"Vente","Logement","31500","31",,0
"Méthode Facture",,"2013-10-20",0,"N",0,"N",1947,25,43.641512,0.585206,"Vente","Logement","32013","32","78 Rue de Metz 32000 Auch",0.97
"3CL","v15c","2013-06-07",170.9,"D",30.42,"D",1980,140,44.681574,-1.005051,"Copropriété","Maison Individuelle","33019","33","6 Rue Champollion 33980 Audenge",0.53
"FACTURE - DPE","V2012","2013-06-12",33.84,"A",12.99,"C",2013,1314,43.618576,3.809722,"Neuf","Maison Individuelle","34123","34","533 Rue Jupiter 34990 Juvignac",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-17",235,"E",55,"E",1948,46.62,,,"Location","Logement","35000","35",,0
"FACTURE","VERSION_2012","2013-09-11",393.59,"F",11.68,"C",1900,110,46.591719,1.516986,"Vente","Maison Individuelle","36006","36","4 Rue Jean-jacques Rousseau 36200 Argenton-sur-Creuse",0.43
"3CL - DPE","V2012","2013-07-08",0,"N",0,"N",1900,35.3,47.129849,0.996063,"Vente","Logement","37132","37","6 Rue Victor Hugo 37600 Loches",0.96
"FACTURE - DPE","V2012","2013-06-12",51.63,"B",13.18,"C",2013,1413.57,,,"Neuf","Maison Individuelle","38169","38",,0
"FACTURE - DPE","V2012","2013-10-07",52.09,"B",12.19,"C",2013,95.28,46.480416,6.059452,"Neuf","Logement","39470","39","239 Rue du Sgt Chef M Benoit Lizon 39220 Les Rousses",0.53
"3CL - DPE","V2012","2013-07-11",0,"N",0,"N",1936,230.97,43.774463,-0.425327,"Vente","Maison Individuelle","40117","40","13 Avenue Raoul Laporterie 40270 Grenade-sur-l'Adour",0.62
"TROIS_CL_DPE","VERSION_2012","2013-08-03",223.69,"D",52.34,"E",2000,90,,,"Location","Maison Individuelle","41118","41",,0
"3CL - DPE","V2012","2013-06-27",271,"E",63,"F",1974,80,,,"Vente","Logement","42100","42",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-11-20",196,"D",58,"F",1989,90,45.22091,4.340183,"Vente","Maison Individuelle","43087","43","11 Lotissement de la Cote 43220 Dunières",0.84
"FACTURE - DPE","V2012","2013-05-23",174.54,"N",40.84,"N",1974,66.62,47.267673,-2.251406,"Vente","Maison Individuelle","44184","44","12 Rue des Troènes 44600 Saint-Nazaire",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-27",414,"F",82,"G",1948,61.67,,,"Vente","Maison Individuelle","45190","45",,0
"3CL - DPE","V2012","2013-12-16",287.53,"E",16.16,"C",1981,106,44.468488,1.237052,"Vente","Maison Individuelle","46001","46","Rue de la Halle 46140 Albas",0.38
"FACTURE","VERSION_2012","2013-08-30",305.78,"E",9.95,"B",1936,67,,,"Vente","Maison Individuelle","47042","47",,0
"Méthode Facture",,"2014-10-28",0,"N",0,"N",1947,69.65,,,"Vente","Maison Individuelle","48003","48",,0
"3CL","v15c","2013-07-02",280.42,"E",14.04,"C",0,50,47.471036,-0.566711,"Location","Logement","49007","49","29 Avenue Yolande d' Aragon 49100 Angers",0.82
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-08",153,"D",5,"A",1948,68.6,,,"Vente","Logement","50700","50",,0
"TROIS_CL_DPE","VERSION_2012","2013-07-19",207.22,"D",9.74,"B",1994,74.46,49.253708,4.043512,"Location","Logement","51454","51","7 rue Labori 51100 Reims",0.97
"3CL - DPE","V2012","2013-12-04",285.19,"E",13.27,"C",1950,32.5,48.477227,4.774078,"Vente","Logement","52331","52","15 Rue Audiffred 52220 La Porte du Der",0.96
"Méthode Facture",,"2013-08-28",134,"C",36,"E",1947,91.66,,,"Vente","Maison Individuelle","53600","53",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-08",212,"D",49,"E",2001,95,,,"Location","Logement","54000","54",,0
"Méthode Facture",,"2013-11-12",0,"N",0,"N",1947,68,48.768428,5.165227,"Vente","Maison Individuelle","55029","55","33 Rue de Savonnières 55000 Bar-le-Duc",0.97
"3CL - DPE","V2012","2013-07-01",148.27,"C",34.7,"D",1957,62.7,47.750828,-3.359844,"Location","Logement","56121","56","5 Rue comte de Rochambeau 56100 Lorient",0.62
"3CL","Version 1.3","2013-07-12",174.49,"D",40.83,"E",1985,105,,,"Vente","Logement","63000","57",,0
"FACTURE - DPE","V2012","2013-10-18",239.47,"E",6.48,"B",1948,124.5,46.712749,3.829897,"Vente","Maison Individuelle","58268","58","le Devant 58250 Saint-Seine",0.94
"3CL","v15c","2013-06-10",297.03,"E",51.61,"E",1970,124,50.675018,3.1017,"Copropriété","Maison Individuelle","59378","59","1 Rue du Commissaire Martin 59700 Marcq-en-Barœul",0.97
"3CL - DPE","V2012","2013-07-01",538.78,"G",62.04,"F",1962,64.82,49.41772,2.070808,"Vente","Logement","60057","60","29 Rue de Sénéfontaine 60000 Beauvais",0.84
"FACTURE - DPE","V2012","2013-08-21",0,"N",0,"N",1948,130,48.518044,-0.06698,"Vente","Maison Individuelle","61228","61","le bourg longuenoe 61420 L'Orée-d'Écouves",0.4
"FACTURE - DPE","V2012","2013-06-12",49.74,"A",11.64,"C",2013,1065,50.536825,2.466782,"Neuf","Maison Individuelle","62188","62","10a Rue de la Resistance 62151 Burbure",0.85
"Factures","2012","2013-07-11",0,"A",0,"A",1948,44.62,45.544072,3.248102,"Location","Logement","63178","63","22 Place de la Republique 63500 Issoire",0.72
"3CL - DPE","V2012","2013-06-27",192.25,"D",44.99,"E",1970,40.54,43.359275,-1.77342,"Vente","Logement","64260","64","1 Rue du Jaïzquibel 64700 Hendaye",0.59
"FACTURE - DPE","V2012","2013-09-13",149.08,"C",6.67,"B",2013,111.57,,,"Neuf","Maison Individuelle","65100","65",,0
"3CL - DPE","V2012","2013-06-29",262.91,"E",13.74,"C",2003,188,42.503208,2.11298,"Vente","Maison Individuelle","66027","66","Lotissement Fauveau 66210 La Cabanasse",0.95
"3CL - DPE","V2012","2013-06-11",343.53,"F",103.06,"G",1982,81.17,48.593007,7.719233,"Vente","Logement","67482","67","12 Rue du Sable 67200 Strasbourg",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-11",135,"C",5,"A",2006,145,,,"Vente","Maison Individuelle","68220","68",,0
"FACTURE","VERSION_2012","2013-06-07",0,"A",0,"A",1930,72,46.015996,4.687955,"Vente","Maison Individuelle","69013","69","Chemin des Vignes 69400 Arnas",0.48
"Méthode 3CL","3CL-DPE, version 1.3","2014-02-05",176,"D",52,"E",1983,162.28,47.458877,5.788392,"Vente","Maison Individuelle","70022","70","Le Grand Bois 70700 Angirey",0.32
"FACTURE","VERSION_2012","2013-07-30",364.93,"F",109.48,"G",1945,68.3,,,"Vente","Maison Individuelle","71007","71",,0
"Facture","v15c","2013-07-18",406.54,"F",7,"B",0,79,47.669355,0.310377,"Copropriété","Logement","72364","72","2 Rue de la Libération 72500 Vaas",0.96
"3CL - DPE","V2012","2013-07-26",451.19,"G",9.61,"B",1949,90,,,"Vente","Maison Individuelle","73285","73",,0
"FACTURE - DPE","V2012","2013-07-05",56.37,"B",13.19,"C",2013,1340,,,"Neuf","Maison Individuelle","74070","74",,0
"Méthode Facture",,"2013-06-06",312,"E",73,"F",1947,50.91,48.915575,2.483055,"Vente","Logement","75010","75","12 Rue de Meaux 93140 Bondy",0.48
"Méthode Facture",,"2013-06-19",317,"E",95,"G",1947,115,,,"Vente","Maison Individuelle","76000","76",,0
"3CL - DPE","V2012","2013-06-20",162.01,"D",37.91,"E",2003,40,48.843186,2.787598,"Vente","Logement","77449","77","3 Place d'Amilly 77700 Serris",0.95
"FACTURE - DPE","V2012","2013-06-17",656.73,"G",153.68,"G",1977,24.08,,,"Vente","Logement","78170","78",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-04",275,"E",64,"F",1948,98,,,"Vente","Maison Individuelle","79000","79",,0
"3CL - DPE","V2012","2013-06-29",0,"N",0,"N",1974,121.43,50.127908,1.615607,"Location","Maison Individuelle","80029","80","2 Rue à Cailloux 80820 Arrest",0.95
"3CL - DPE","V2012","2013-08-26",236.11,"E",10.21,"B",1994,113,43.683301,1.808664,"Vente","Maison Individuelle","81140","81","366 Chemin des Hautes Terres 81500 Lavaur",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-10-16",275,"E",13,"C",1978,84,44.092943,1.5393,"Location","Maison Individuelle","82018","82","Rue des Mercadies 82800 Bioule",0.31
"3CL - DPE","V2012","2013-06-10",233.85,"E",3.23,"A",1974,122,43.120364,6.144226,"Vente","Maison Individuelle","83069","83","17 Rue Vincent Scotto 83400 Hyères",0.97
"3CL - DPE","V2012","2013-07-03",158.61,"D",6.01,"B",2013,100,44.21491,4.752308,"Vente","Maison Individuelle","84083","84","470 Chemin de Bourgnanen 84550 Mornas",0.96
"FACTURE - DPE","V2012","2013-07-01",187.85,"D",8.36,"B",2013,85.1,,,"Neuf","Maison Individuelle","85167","85",,0
"Facture","v15c","2013-07-03",182,"D",29,"D",1850,68.5,46.331313,0.645233,"Copropriété","Logement","86203","86","Lieu Dit la Pommeraie 86150 Queaux",0.54
"Méthode Facture",,"2013-07-31",0,"N",0,"N",1947,213,,,"Vente","Maison Individuelle","87150","87",,0
"3CL - DPE","V2012","2013-07-27",411.95,"F",89.88,"G",1964,90,47.995633,6.865728,"Vente","Maison Individuelle","88075","88","16 Route du Brabant 88250 La Bresse",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-09-10",221,"D",11,"C",2006,114,,,"Location","Maison Individuelle","89000","89",,0
"3CL - DPE","V2012","2013-11-05",0,"N",0,"N",1900,63.78,47.652532,6.827565,"Vente","Logement","90029","90","Avenue Aristide Briand 90300 Cravanche",0.66
"FACTURE - DPE","V2012","2013-06-06",266.9,"E",8.69,"B",1948,116,48.40783,1.979386,"Vente","Maison Individuelle","91393","91","12bis Rue de la Plaine 91780 Mérobert",0.83
"FACTURE","VERSION_2012","2013-06-13",0,"N",0,"N",1930,68,48.913094,2.273287,"Location","Logement","92004","92","134 Avenue Henri Barbusse 92600 Asnières-sur-Seine",0.86
"FACTURE - DPE","V2012","2013-06-26",219.38,"D",51.34,"E",1974,73.14,48.902054,2.385708,"Vente","Logement","93001","93","2 Rue des Cités 93300 Aubervilliers",0.98
"3CL - DPE","V2012","2013-06-20",449.23,"F",24.13,"D",1982,41.85,48.83129,2.470923,"Location","Logement","94052","94","48 Avenue Charles V 94130 Nogent-sur-Marne",0.97
"TROIS_CL_DPE","VERSION_2012","2013-06-20",335.01,"F",78.39,"F",1964,70,48.961825,2.276762,"Vente","Maison Individuelle","95018","95","6 Rue de la Chesnaye 95100 Argenteuil",0.97
"Méthode Facture",,"2013-06-28",0,"N",0,"N",1947,78.88,46.318475,4.877641,"Vente","Logement","01320","01","la Grande Charrière 01750 Replonges",0.32
"3CL - DPE","V2012","2013-07-27",326,"E",78,"F",1974,105,49.749727,3.772883,"Vente","Maison Individuelle","02468","02","8 Route Nationale N°2 02250 Marle",0.71
"3CL - DPE","V2012","2013-08-20",305,"E",6,"B",1974,80,,,"Vente","Maison Individuelle","03191","03",,0
"3CL - DPE","V2012","2013-10-31",63.12,"B",17.3,"C",1900,317,,,"Vente","Maison Individuelle","04065","04",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-11-19",290,"E",16,"C",2006,46.86,,,"Vente","Logement","05026","05",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-08",94,"C",2,"A",2006,86.35,,,"Vente","Logement","06000","06",,0
"3CL - DPE","V2012","2013-08-13",291,"E",68,"F",1982,77,,,"Vente","Logement",".","07",,0
"3CL - DPE","V2012","2013-09-26",240,"E",4,"A",1974,107,49.48694,4.63379,"Location","Logement","08364","08","16bis Grande Rue 08130 Rilly-sur-Aisne",0.75
"Méthode 3CL","3CL-DPE, version 1.3","2013-10-19",322,"E",75,"F",1948,100,43.085032,1.072581,"Vente","Maison Individuelle","09033","09","Lieu Dit Berge 09230 Bagert",0.51
"3CL - DPE","V2012","2013-09-20",444.92,"F",118.07,"G",1958,69.15,48.300779,4.09351,"Vente","Maison Individuelle","10387","10","7 Rue de la Becquerie 10000 Troyes",0.97
"FACTURE SEULE","V2012","2013-08-07",129.27,"C",30.25,"D",1969,61,43.213406,2.349173,"Vente","Logement","11069","11","35 Rue Victor Hugo 11000 Carcassonne",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-10-25",217,"D",7,"B",1975,23.47,44.402935,2.445541,"Vente","Logement","12090","12","23 Avenue de Rodez (Balsac) 12510 Druelle Balsac",0.46
"Méthode Facture",,"2013-06-10",28,"A",6,"B",1,39.07,,,"Neuf","Logement","13011","13",,0
"FACTURE - DPE","V2012","2013-06-25",45.46,"N",12.46,"N",1948,77,,,"Vente","Maison Individuelle","14173","14",,0
"Méthode Facture",,"2014-01-23",0,"N",0,"N",1947,252,44.918467,2.624735,"Vente","Maison Individuelle","15017","15","carré de l'église 15800 Badailhac",0.52
"3CL - DPE","V2012","2013-07-19",252.29,"E",13.34,"C",1996,92.26,45.670959,0.132492,"Location","Maison Individuelle","16358","16","100 Rue de l’Epineuil 16710 Saint-Yrieix-sur-Charente",0.97
"3CL - DPE","V2012","2013-06-22",346.66,"F",22.12,"D",1949,215,,,"Vente","Maison Individuelle","17024","17",,0
"3CL - DPE","V2012","2013-07-02",0,"N",0,"N",1947,54.6,47.303882,2.524372,"Location","Logement","18109","18","11 Rue du Nord 18250 Henrichemont",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-11-05",250,"E",11,"C",1989,46,45.155976,1.529982,"Location","Logement","19031","19","13 Avenue Firmin Marbeau 19100 Brive-la-Gaillarde",0.67
"FACTURE - DPE","V2012","2013-07-16",52.28,"B",12.23,"C",2013,832.3,47.218633,5.133155,"Neuf","Maison Individuelle","21632","21","Route de Dijon 21110 Thorey-en-Plaine",0.74
"Méthode Facture",,"2013-06-24",165,"D",0,"A",1947,196,,,"Vente","Maison Individuelle","22510","22",,0
"Méthode 3CL","3CL-DPE, version 1.3","2014-03-01",289,"E",67,"F",1948,49.51,,,"Location","Logement","23004","23",,0
"3CL - DPE","V2012","2013-08-06",396.08,"F",22.07,"D",1988,126,44.919761,1.207614,"Vente","Maison Individuelle","24341","24","Route des Presses 24200 Proissans",0.52
"3CL - DPE","V2012","2013-07-17",177.97,"D",41.64,"E",1972,95,47.251794,6.023901,"Location","Logement","25056","25","12 Rue Frédéric Bataille 25000 Besançon",0.97
"Méthode Facture",,"2013-07-10",165,"D",49,"E",1,71,,,"Location","Logement","26000","26",,0
"3CL - DPE","V2012","2013-07-05",196.93,"D",8.18,"B",2009,92,49.302199,1.073736,"Vente","Maison Individuelle","27188","27","455 Rue de 4 Ages 27340 Criquebeuf-sur-Seine",0.8
"3CL - DPE","V2012","2013-07-24",535.7,"G",131.71,"G",1974,61.1,48.733433,1.348519,"Vente","Maison Individuelle","28134","28","180 Rue Saint Thibault 28100 Dreux",0.97
"FACTURE","VERSION_2012","2013-06-26",351.86,"F",11.45,"C",1894,30.39,,,"Vente","Logement","29019","29",,0
"Méthode 3CL","3CL-DPE, version 1.3","2014-04-19",181,"D",7,"B",2007,66.67,,,"Location","Maison Individuelle","2A228","2A",,0
"3CL - DPE","V2012","2014-07-10",251.23,"E",12.03,"C",2010,42.2,42.380849,9.515205,"Vente","Logement","20307","2B","Residence Perse 20230 Santa-Lucia-di-Moriani",0.44
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-01",143,"C",6,"B",2006,122,,,"Vente","Maison Individuelle","30470","30",,0
"Méthode Facture",,"2013-06-11",143,"C",33,"D",1947,39.79,,,"Vente","Logement","31500","31",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-10-20",169,"D",8,"B",1989,208,,,"Vente","Maison Individuelle","32066","32",,0
"3CL","v15c","2013-06-07",170.9,"D",30.42,"D",1980,140,44.681574,-1.005051,"Copropriété","Maison Individuelle","33019","33","6 Rue Champollion 33980 Audenge",0.53
"FACTURE - DPE","V2012","2013-06-12",33.84,"A",12.99,"C",2013,1314,43.618576,3.809722,"Neuf","Maison Individuelle","34123","34","533 Rue Jupiter 34990 Juvignac",0.97
"Méthode Facture",,"2013-06-18",200,"D",46,"E",1947,171,,,"Location","Maison Individuelle","35 000","35",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-09-11",148,"C",8,"B",1948,74,,,"Vente","Maison Individuelle","36300","36",,0
"FACTURE - DPE","V2012","2013-07-08",294.51,"E",47.04,"E",1948,85.81,47.375115,0.692679,"Vente","Maison Individuelle","37261","37","41 Rue Louis Braille 37000 Tours",0.98
"FACTURE - DPE","V2012","2013-06-12",51.63,"B",13.18,"C",2013,1413.57,,,"Neuf","Maison Individuelle","38169","38",,0
"FACTURE - DPE","V2012","2013-10-07",52.09,"B",12.19,"C",2013,71.51,46.480416,6.059452,"Neuf","Logement","39470","39","239 Rue du Sgt Chef M Benoit Lizon 39220 Les Rousses",0.53
"3CL - DPE","V2012","2013-07-11",105.88,"C",3.43,"A",2009,138,43.755644,-0.922278,"Location","Maison Individuelle","40237","40","292 Chemin de Taller 40465 Préchacq-les-Bains",0.94
"3CL - DPE","V2012","2013-07-05",220.72,"D",7.61,"B",2001,130,47.647087,2.169761,"Vente","Maison Individuelle","41251","41","14 Route de Vannes 41600 Souvigny-en-Sologne",0.95
"3CL - DPE","V2012","2013-06-27",309,"E",72,"F",1974,107,,,"Vente","Logement","42100","42",,0
"3CL - DPE","V2012","2013-12-02",0,"N",0,"N",1974,70,,,"Vente","Logement","0","43",,0
"FACTURE - DPE","V2012","2013-05-23",179.36,"N",41.97,"N",1974,64.83,47.267673,-2.251406,"Vente","Maison Individuelle","44184","44","12 Rue des Troènes 44600 Saint-Nazaire",0.97
"FACTURE - DPE","V2012","2013-06-27",281.89,"E",15.2,"C",2013,93.09,47.981309,2.610742,"Neuf","Maison Individuelle","45293","45","8 Impasse de la Pinede 45700 Saint-Maurice-sur-Fessard",0.95
"Factures","2012","2013-12-17",0,"A",0,"A",1948,73,44.81465,1.741226,"Vente","Maison Individuelle","46317","46","Voie de Nougayrol 46500 Thégra",0.48
"Méthode Facture",,"2013-08-30",0,"N",0,"N",1947,44,,,"Location","Logement","47000","47",,0
"Méthode Facture",,"2014-11-01",0,"N",0,"N",1947,58.8,,,"Vente","Maison Individuelle","48041","48",,0
"3CL","v15c","2013-07-02",313.5,"E",15.79,"C",0,47,47.460197,-0.556125,"Location","Logement","49007","49","11 Avenue de Chanzy 49000 Angers",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-08",159,"D",37,"E",1948,122.5,,,"Location","Logement","50700","50",,0
"FACTURE","VERSION_2012","2013-07-19",0,"N",0,"N",1940,61,49.229108,4.042856,"Vente","Maison Individuelle","51454","51","5 rue Paul Broca 51100 Reims",0.97
"3CL - DPE","V2012","2013-12-04",193,"D",10,"B",2006,96.26,48.580212,4.896806,"Vente","Maison Individuelle","52244","52","Rue des Aulnées 52290 Humbécourt",0.7
"Méthode Facture",,"2013-08-28",0,"N",0,"N",1947,31.8,,,"Location","Logement","53000","53",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-25",449,"F",25,"D",1948,203,,,"Vente","Maison Individuelle","54800","54",,0
"Méthode Facture",,"2013-11-12",277,"E",31,"D",1947,167,48.617271,5.011628,"Vente","Maison Individuelle","55010","55","Rue de la Gare 55170 Ancerville",0.78
"3CL - DPE","V2012","2013-07-01",172.11,"D",40.27,"E",1957,62.7,47.750828,-3.359844,"Location","Logement","56121","56","5 Rue comte de Rochambeau 56100 Lorient",0.62
"3CL","Version 1.3","2013-07-12",150.84,"C",35.3,"D",1985,90,,,"Vente","Logement","63000","57",,0
"3CL - DPE","V2012","2013-10-17",579.03,"G",35.15,"D",1974,62,46.891397,3.457393,"Location","Maison Individuelle","58151","58","16 Rue Pablo Picasso 58260 La Machine",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-10",241,"E",56,"F",1948,140.73,,,"Vente","Maison Individuelle","59450","59",,0
"Méthode Facture",,"2013-07-01",0,"N",0,"N",1947,53.44,,,"Vente","Maison Individuelle","60190","60",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-21",487,"G",27,"D",1978,30.6,,,"Location","Logement","61000","61",,0
"FACTURE - DPE","V2012","2013-06-12",49.74,"A",11.64,"C",2013,1065,50.536825,2.466782,"Neuf","Maison Individuelle","62188","62","10a Rue de la Resistance 62151 Burbure",0.85
"3CL","2012","2013-07-11",290.93,"E",13.51,"C",1987,100,45.546011,3.23664,"Copropriété","Maison Individuelle","63178","63","29 Impasse des Eglantines 63500 Issoire",0.56
"3CL - DPE","V2012","2013-06-27",0,"N",0,"N",1900,47,43.359403,-1.771209,"Location","Logement","64260","64","2 Passage Parcheteguia 64700 Hendaye",0.67
"Méthode Facture",,"2013-09-14",0,"N",0,"N",1947,80,,,"Vente","Maison Individuelle","65150","65",,0
"3CL - DPE","V2012","2013-06-29",294.56,"E",64.62,"F",1980,150,42.505824,2.08141,"Vente","Maison Individuelle","66020","66","Route des Artigues 66210 Bolquère",0.95
"3CL - DPE","V2012","2013-06-24",328.6,"E",18.1,"C",2000,71.95,48.547856,7.739147,"Vente","Logement","67218","67","35 Rue de la Gravière 67400 Illkirch-Graffenstaden",0.97
"3CL-DPE","1.3","2013-07-10",302.39,"E",90.72,"G",1974,170,47.913595,6.974346,"Location","Maison Individuelle","68247","68","84 Grand'Rue 68830 Oderen",0.96
